,OfficialId,JerseyNum,FirstName,LastName,LastNameSuffix,Position,PositionLongName,NAbbrev,Height,Weight,DOB,POB,Hometown,Country,CountryCode,Nickname,InjuryStatus,InjuryDesc,Headshot,Initials,TrackingId,TeamId,Affiliate,CloudHeadshotURL,SquadId,College,LeagueStatus
470,21075,64,Michael,Miller,,OL,,M. Miller,6036,305,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Michael_Miller_21075.png,,Washburn,Active
471,21207,12,Luis,Perez,,QB,,L. Perez,6027,226,1994-08-26,,,,,,,,,,,7,,,,Texas A&M-Commerce,Active
472,21218,,Ben,Petrula,,OL,,B. Petrula,6050,316,,,,,,,,,,,,7,,,,Boston College,Reserve List
473,21223,21,Antonio,Phillips,,DB,,A. Phillips,5113,193,1998-12-09,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Antonio_Phillips_21223.png,,Ball St,Active
474,21238,96,Kelvin,Pinkney,,DL,,K. Pinkney,6012,320,,,,,,,,,,,,7,,,,South Florida,Active
475,21259,80,Sean,Price,,TE,,S. Price,6023,249,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Sean_Price_21259.png,,South Florida,Active
476,21312,30,Stephen,Roberts,,DB,,S. Roberts,5110,183,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Stephen_Roberts_21312.png,,Auburn,Active
477,21444,26,Maurice,Smith,,DB,,M. Smith,5113,196,1995-06-14,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Maurice_Smith_21444.png,,Georgia,Reserve List
478,21447,15,Rod,Smith,,RB,,R. Smith,6025,231,1992-01-10,,,,,,,,,,,7,,,,Ohio St,Active
479,21462,22,Adam,Sparks,,DB,,A. Sparks,5104,169,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Adam_Sparks_21462.png,,Louisiana-Monroe,Active
480,21502,89,Cam,Sutton,,TE,,C. Sutton,6045,229,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Cam_Sutton_21502.png,,Fresno St,Active
481,21507,14,Cinque,Sweeting,,WR,,C. Sweeting,5094,193,,,,,,,,,,,,7,,,,Slippery Rock,Active
482,21570,5,DeAndre,Torrey,,RB,,D. Torrey,5070,201,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Deandre_Torrey_21570.png,,North Texas,Active
483,21651,61,Dohnovan,West,,OL,,D. West,6033,309,,,,,,,,,,,,7,,,,Arizona St,Active
484,21674,71,Isaiah,Williams,,OL,,I. Williams,6031,307,1993-05-05,,,,,,,,,,,7,,,,Akron,Active
485,21739,44,Vic,Beasley,,LB,,V. Beasley,6030,246,1992-07-08,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Vic_Beasley_21739.png,,Clemson,Active
486,21744,48,D.J.,Calhoun,,LB,,D. Calhoun,5110,244,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/DJ_Calhoun_21744.png,,Arizona St,Active
487,21752,,Nick,Guggemos,,TE,,N. Guggemos,6045,248,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Nick_Guggemos_21752.png,,St Thomas,Reserve List
488,21753,1,Mister,Harriel,,DB,,M. Harriel,6000,191,1997-02-15,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Mister_Harriel_21753.png,,Cal St-Sacramento,Active
489,21784,17,Michael,Carrizosa,,P,,M. Carrizosa,5094,225,1995-09-18,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Michael_Carrizosa_21784.png,,San Jose St,Active
490,21794,40,Adam,Higuera,,LS,,A. Higuera,6007,237,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Adam_Higuera_21794.png,,Tulsa,Active
491,21872,8,John,Lovett,,RB,,J. Lovett,5114,215,,,,,,,,,,,,7,,,,Penn St,Active
492,21882,10,Mathew,Sexton,,WR,,M. Sexton,5096,175,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Mathew_Sexton_21882.png,,Eastern Michigan,Active
493,21911,65,Jamil,Demby,,OL,,J. Demby,6044,319,1996-06-20,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jamil_Demby_21911.png,,Maine,Active
494,21923,57,Matt,Cohen,,OL,,M. Cohen,6050,305,1993-08-25,,,,,,,,,,,7,,,,Louisville,Reserve List
495,21943,6,Keylon,Kennedy,,DB,,K. Kennedy,5110,185,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Keylon_Kennedy_21943.png,,Garden City Cc,Active
496,21948,90,Jah'Sheem,Martin,,DL,,J. Martin,6022,323,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Jahsheem_Martin_21948.png,,Pace,Active
497,21960,23,Maximilian,Roberts,,DL,,M. Roberts,6010,256,,,,,,,,,,,,7,,,,Boston College,Active
498,21966,97,LaRon,Stokes,,DL,,L. Stokes,6036,278,,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Laron_Stokes_21966.png,,Oklahoma,Active
499,21968,0,Pita,Taumoepenu,,LB,,P. Taumoepenu,6012,243,1994-03-09,,,,,,,,,,,7,,,,Utah,Active
500,21975,88,Robert,Windsor,,DL,,R. Windsor,6044,290,1997-01-15,,,,,,,,,,,7,,https://res.cloudinary.com/xfl-production/image/upload/v1668132138/xfl-prod/headshots/Robert_Windsor_21975.png,,Penn St,Active
501,22325,19,Geronimo,Allison,,WR,,G. Allison,6031,197,1994-01-18,,,,,,,,,,,7,,,,Illinois,Active
502,22785,99,Destiny,Vaeao,,DL,,D. Vaeao,6040,320,,,,,,,,,,,,7,,,,Washington St,Active
503,22846,,Connor,Wedington,,WR,,C. Wedington,6004,196,,,,,,,,,,,,7,,,,Stanford,Reserve List
504,22847,56,Larry,Williams,,OL,,L. Williams,6044,308,,,,,,,,,,,,7,,,,Oklahoma St,Active
505,22858,69,Kahlil,McKenzie,,OL,,K. McKenzie,6030,345,,,,,,,,,,,,7,,,,Tennessee,Active
506,22876,2,Brett,Hundley,,QB,,B. Hundley,6030,226,,,,,,,,,,,,7,,,,UCLA,Active
507,22885,45,Martrell,Spaight,,LB,,M. Spaight,6000,238,,,,,,,,,,,,7,,,,Arkansas,Active
